	Title	Location	Company	Salary	Synopsis	origin	mean_annual_salary
912	Oakland Spiders Team Statistician	Oakland, CA	Spiders Community Web	$25 an hour	Timely processing of all data, while working in a live-sport environment.The Spiders are looking for two qualified Statisiticans to assist during Spiders…	Berkeley	52000.0
913	Quantitative Researcher	San Francisco Bay Area, CA	Banyan Alpha Investment L.P.	$125,000 - $200,000 a year	Banyan Alpha's partners include ex-Millennium PM and a proprietary team of traders, machine learning scientists, and researchers with outstanding academic…	Berkeley	162500.0
914	Sr IT Systems Analyst (Data Analyst)	San Francisco, CA 94105 (Financial District area)	Kani Solutions INC	$65 - $75 an hour	Acquiring data from primary and secondary sources and maintain data systems.Develop and implement databases, data collection systems, data analytics and other…	Berkeley	145600.0
915	Machine Learning Engineer	Remote in San Francisco, CA	CrowdAI	$160,000 - $170,000 a year	Our interoperable platform integrates with existing processes—no data science or coding background required.Specialization in machine learning, computer vision…	Berkeley	165000.0
916	Machine Learning Engineer, Platform	Remote in Berkeley, CA 94701+7 locations	Recruiting From Scratch	$150,000 - $190,000 a year	Orchestrate large scale machine learning data pipelines (experience with Prefect, Airlflow, Luigi, or similar framework will be helpful).	Berkeley	170000.0
917	Senior Data Science Manager - Candidates	San Francisco, CA 94105 (Financial District/South Beach area)+2 locations	Indeed	$213,000 - $309,000 a year	Passion to answer Product/Engineering questions with data.Can fish for data: SQL, Pandas, MongoDB.Can do big data modeling work: Hadoop, Pig, Scala, Spark.	Berkeley	261000.0
918	Data Plane Engineer	Remote in Berkeley, CA 94701+7 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Troubleshooting and optimizing data path.Architect the next generation 5G base station on a chip’s data path.Strong programming experience in c/c++.	Berkeley	170000.0
919	Machine Learning Engineer, Platform	Remote in Berkeley, CA 94701+38 locations	Recruiting From Scratch	$150,000 - $190,000 a year	Orchestrate large scale machine learning data pipelines (experience with Prefect, Airlflow, Luigi, or similar framework will be helpful).	Berkeley	170000.0
920	Principal ML & NLP Engineer	Remote in Oakland, CA 94603+4 locations	Recruiting From Scratch	$140,000 - $200,000 a year	Given you are constructing the foundation on which our global data infrastructure will be built, you need to pay close attention to detail and maintain a…	Berkeley	170000.0
921	Sr. Marketing Data Scientist	Remote in San Francisco, CA	Northbeam	$100,000 - $170,000 a year	A data scientist with strong coding and analytical skills looking to deploy software at scale.Devise methods and frameworks to help our customers take a data…	Berkeley	135000.0
922	Senior Data Analyst, Sales Commissions	Remote in San Francisco, CA	Okta	$90,000 a year	Okta is looking for a highly motivated Senior Data Analyst, Sales Commissions to take a lead role in driving our sales commission plans, calculations, and audit…	Berkeley	90000.0
923	POSTD001197 Postdoctoral Research Scholar (Statistician)	San Francisco, CA 94121 (Lincoln Park area)	Northern California Institute for Research and...	$56,472 - $82,529 a year	Northern California Institute for Research and Education (NCIRE) is the leading nonprofit research institute in the United States devoted to advancing…	Berkeley	69500.5
924	POSTD001197 Postdoctoral Research Scholar (Statistician)	San Francisco, CA 94121 (Lincoln Park area)	Northern California Institute for Research and...	$56,472 - $82,529 a year	Experience in machine learning using “big data” management and analysis and data quality control.Experience with “high dimensional” data.	Berkeley	69500.5
925	Senior Data Scientist [Remote]	Remote in San Francisco, CA+4 locations	Braintrust	$120 - $160 an hour	The candidate needs to be able to craft strong data science based initiatives and has a strong background in data analysis using signal processing, machine…	Berkeley	291200.0
926	Machine Learning Engineer	San Francisco, CA	Mercari	$141,900 a year	Mercari is Your Marketplace. We make it super easy to sell (or buy) almost anything. We all have things we don't use, never used or simply outgrew. But that…	Berkeley	141900.0
927	Statistician - Research, Assessment, & Data Department (2021...	Oakland, CA 94607 (Chinatown area)	Oakland Unified School District	$89,823 - $114,649 a year	Ref. 3722 Position must be posted for a minimum of 10 days. TITLE: Statistician REPORTS TO: Assigned Supervisor DEPARTMENT: Research Assessment and…	Berkeley	102236.0
928	Machine Learning Operations Engineer	Remote in San Francisco, CA	Genentech	$111,000 - $165,000 a year	THE POSITION Locations: USA or Canada (possibility of working remotely) Machine Learning Operations (MLOps) Engineer As an MLOps Engineer you will work…	Berkeley	138000.0
929	Data Science Manager	San Francisco, CA 94108 (Financial District/South Beach area)	VIZIO, Inc.	$175,000 a year	About the Team: The VIZIO data team is looking for a highly talented and motivated Data Science Manager to help deliver strategic initiatives across the…	Berkeley	175000.0
930	Senior Data Scientist/Machine Learning Engineer	San Francisco, CA 94105 (Financial District/South Beach area)	Salesforce	$82,400 a year	To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts. Job…	Berkeley	82400.0
931	Machine Learning Operations Engineer	Remote in San Francisco, CA	Genentech	$111,000 - $165,000 a year	Mentor fellow data scientists/engineers in your areas of expertise.As an MLOps Engineer you will work directly with data scientists, data engineers and product…	Berkeley	138000.0
932	Director, Data Analytics - Customer Success Data Science	Remote in San Francisco, CA 94105	DocuSign	$188,350 - $233,850 a year	You will partner closely with other data scientists and analysts in product engineering, marketing, sales and finance.At DocuSign, everything is equal.	Berkeley	211100.0
933	Principal, Data Science/Analytics	San Francisco, CA 94107 (South Of Market area)	Splunk	$110,000 a year	Develop standardized data and insights to drive pricing decisions.Lead development of Tableau dashboards to surface and redefine data.What You'll Be Doing:	Berkeley	110000.0
934	Senior/Lead/Principal Data Engineer	San Francisco, CA 94105 (Financial District/South Beach area)	Salesforce	$98,900 a year	Drive data access methods & architect data services to improve the overall efficiency of data availability & accessibility for analytics.	Berkeley	98900.0
935	Visualization and Front End Engineer - AI and ML	Remote in San Francisco, CA	Hewlett Packard Enterprise	$87,500 - $162,000 a year	Highly desired: familiarity with developing highly interactive data-driven web-interfaces.Collaborate with the team to prototype, develop, and deliver high…	Berkeley	124750.0
936	Machine Learning Research Scientist	Hybrid remote in Berkeley, CA 94704	Cognitiv.ai	$160,000 - $220,000 a year	Work multi-functionally with data engineers, machine learning engineers, data analysts, and data scientists.3+ years experience working in AdTech data.	Berkeley	190000.0
937	Data and Science Communication Specialist	San Francisco, CA 94111 (Financial District/South Beach area)	Sustainable Conservation	$58,240 - $70,000 a year	The ideal candidate will have a passion for working with data, should be well versed with various techniques for data analysis and organization, and possess a…	Berkeley	64120.0
938	Senior Data Scientist, Analytics	Hybrid remote in San Francisco, CA 94107+8 locations	Discord	$157,500 a year	Collaborate with data and engineering teams to design scalable and future-proof instrumentation.Partner with teams through the full lifecycle of data analytics…	Berkeley	157500.0
939	Data Science Manager	Hybrid remote in San Francisco, CA 94107+1 location	Discord	$172,800 a year	3+ years of leadership experience as a people manager, leading a team of 3+ data scientists.Experience with very large data sets and distributed computing.	Berkeley	172800.0
940	Staff Machine Learning Engineer - Content Understanding	Remote in San Francisco, CA 94107+3 locations	Discord	$192,600 a year	Experience with modern data processing stacks.We're looking for a highly technical and mission-driven Staff Machine Learning Engineer specializing in Natural…	Berkeley	192600.0
941	Senior Technical Recruiter, Data Science	Hybrid remote in San Francisco, CA 94107	Discord	$119,700 a year	Develop relationships with both Head of Data Science & Analytics and hiring managers to understand their needs and help them scale their teams.	Berkeley	119700.0
942	Senior Software Engineer - Machine Learning Platform	Remote in San Francisco, CA 94107	Discord	$192,600 a year	Experience with open source and managed data products like Kafka, Spark, Flink, Cassandra/Scylla, Hadoop, Airflow, etc.	Berkeley	192600.0
943	Engineering Manager - Machine Learning Platform	Hybrid remote in San Francisco, CA 94110	Lyft	$182,160 - $211,600 a year	At Lyft, our mission is to improve people's lives with the world's best transportation. To do this, we start with our own community by creating an open,…	Berkeley	196880.0
944	Data Scientist (Entry-Level)	Remote in Oakland, CA 94612	GreatSchools	$85,000 - $97,000 a year	*_We are currently in the interview stage for this position. With over 500 applicants we are focused on our current pool of top talent and may not review…	Berkeley	91000.0
